date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,complaint_id,clean_text,year_month,word_count
2025-04-25,savings,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,This would be my last complaint until I get Legal manner on Wednesday I spoke with XXXX XXXXXXXX for 10 time I send all the Documents they ask me AGAIN Police report for 10 time I send written Statement explanin the situation that didn't have any business with his merchant thr way Bank of america Ask me to do and vene send them a screenshot a a chat conversation with the merchant saying was fraud and STILL IM OVERDRAFT {$5800.00} I been patient on Wednesday I spoke with fraud department and explained that nned my money and my account Positive because I'm on process to buy House and need send statements eith with bank i have and this been XXXX would damage or Ruined my House purchase. The Bank of america Fraud department told me she saw my 3 attachment documents and see was fraud that they already ask chargeback to The merchant that to expedited the Process because is being longgg time and been cooperative by sending Strong Documents to wait 2 Business days and YET Nothing to be done. The representative escalated a complaint explained my situation wrote a Legal matter would be process if this not be Fixed i been dealing with this since XXXX or XX/XX/XXXX and we are XX/XX/XXXX I been So patient but now if this not Fixed today I would Process with a Lawyer That I already contacted,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32812,,Consent provided,Web,4/25/2025,Closed with monetary relief,Yes,,13173845,this would be my last complaint until i get legal manner on wednesday i spoke with xxxx xxxxxxxx for 10 time i send all the documents they ask me again police report for 10 time i send written statement explanin the situation that didnt have any business with his merchant thr way bank of america ask me to do and vene send them a screenshot a a chat conversation with the merchant saying was fraud and still im overdraft 5800.00 i been patient on wednesday i spoke with fraud department and explained that nned my money and my account positive because im on process to buy house and need send statements eith with bank i have and this been xxxx would damage or ruined my house purchase. the bank of america fraud department told me she saw my 3 attachment documents and see was fraud that they already ask chargeback to the merchant that to expedited the process because is being longgg time and been cooperative by sending strong documents to wait 2 business days and yet nothing to be done. the representative escalated a complaint explained my situation wrote a legal matter would be process if this not be fixed i been dealing with this since xxxx or xxxxxxxx and we are xxxxxxxx i been so patient but now if this not fixed today i would process with a lawyer that i already contacted,2025-04,235
2025-06-04,debt_collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,ProCollect is reporting a collection account that I have no knowledge of and was never properly notified about. They failed to provide any initial communication or validation of the debt as required by the FDCPA. This account is damaging my credit report and I am requesting its immediate deletion. Their actions violate both the FCRA ( failure to ensure accuracy ) and FDCPA ( failure to validate ).,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"ProCollect, Inc.",TX,75248,,Consent provided,Web,6/4/2025,Closed with explanation,Yes,,13886681,procollect is reporting a collection account that i have no knowledge of and was never properly notified about. they failed to provide any initial communication or validation of the debt as required by the fdcpa. this account is damaging my credit report and i am requesting its immediate deletion. their actions violate both the fcra failure to ensure accuracy and fdcpa failure to validate .,2025-06,65
2025-06-04,mortgage,VA mortgage,Trouble during payment process,Payment process,"My mortgage loan was obtained by XXXX around XX/XX/year> from my previous mortgage servicer, XXXX XXXX XXXX XXXX XXXX ) XXXX Upon acquiring my loan there were issues with my account beginning XX/XX/year> when I began receiving collection calls stating that my mortgage payment was not paid. Although I provided proof of payment, I continued receiving the calls. I requested an escalation to resolve the matter, several months passed before I was taken seriously and after I insisted. 
Once I was able to speak with someone, I was given the run around about my why my payments were not being applied to my account when received. I was also advised to speak with the insurance department because the issue on my account was within that department. Spoke with them and there I received the run around again for several months. Again, I insisted on a solution and accurate information. After numerous attempts an agent informed me that my escrow account was negative due to insurance pay outs. Two premium payments for hazard insurance were being paid out of my account. I informed them that I did not have two policies and that the duplicate policy needed to be corrected. The agreed to remove one of the policies to "" correct '' the issue.

After the call I was still receiving collection calls about my mortgage payment. Upon contacting them again, I was now given a different reason for the calls. Although they were receiving my payments ( on time ) they were holding the payments as unapplied payments and not processing my payments therefore creating late fees and other fees, unnecessarily. XXXX was the beginning of the pandemic however, I did not experience hardship right away and continued with my payments as agreed. Unfortunately, I was eventually impacted, and a mortgage assistance company assisted me with mortgage payment. Two separate lump sum payments were paid to Newrez/Shellpoint yet they still inaccurately reported my payments as late and charged a {$25.00} fee each month for what was considered an occupancy check. The fee was not necessary as I was in communication with them as well as the mortgage assistance company where they were made well aware that I resided at the residence and still reside there. Accurate payments were made and received from myself and the assistance company to Newrez/Shellpoint and they still incorrectly reported them. 
They also have not provided proof of refund to my account for the inaccurately assessed late fees, other fees or overpayment for a duplicate/unauthorized insurance premium. Fees were added for the time frame of XX/XX/year>, May XXXX XXXX XXXX XXXX XXXX XXXX. I have requested that my information be corrected related to credit reporting and refund of the above-mentioned fees. Each time that I request and escalation, there is no follow up or when I receive collection calls, the agents will either end the call stating that they can't speak with me because a death certificate is on file or they will falsely state that they are noting my account for a supervisor to contact me. No one ever does.

This company appears to operate fraudulently and is predatory in their practice. I did not select this company and had no issue when my previous servicer was managing my loan. The issues began day one with this company and have not stopped.

I have made all know attempts to get all matters corrected to include refinance to get away from this servicer but with the inaccurate reporting on my credit it has been unsuccessful.",Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",GA,30815,Servicemember,Consent provided,Web,6/4/2025,Closed with explanation,Yes,,13886682,"my mortgage loan was obtained by xxxx around xxxxyear from my previous mortgage servicer, xxxx xxxx xxxx xxxx xxxx xxxx upon acquiring my loan there were issues with my account beginning xxxxyear when i began receiving collection calls stating that my mortgage payment was not paid. although i provided proof of payment, i continued receiving the calls. i requested an escalation to resolve the matter, several months passed before i was taken seriously and after i insisted. once i was able to speak with someone, i was given the run around about my why my payments were not being applied to my account when received. i was also advised to speak with the insurance department because the issue on my account was within that department. spoke with them and there i received the run around again for several months. again, i insisted on a solution and accurate information. after numerous attempts an agent informed me that my escrow account was negative due to insurance pay outs. two premium payments for hazard insurance were being paid out of my account. i informed them that i did not have two policies and that the duplicate policy needed to be corrected. the agreed to remove one of the policies to correct the issue. after the call i was still receiving collection calls about my mortgage payment. upon contacting them again, i was now given a different reason for the calls. although they were receiving my payments on time they were holding the payments as unapplied payments and not processing my payments therefore creating late fees and other fees, unnecessarily. xxxx was the beginning of the pandemic however, i did not experience hardship right away and continued with my payments as agreed. unfortunately, i was eventually impacted, and a mortgage assistance company assisted me with mortgage payment. two separate lump sum payments were paid to newrezshellpoint yet they still inaccurately reported my payments as late and charged a 25.00 fee each month for what was considered an occupancy check. the fee was not necessary as i was in communication with them as well as the mortgage assistance company where they were made well aware that i resided at the residence and still reside there. accurate payments were made and received from myself and the assistance company to newrezshellpoint and they still incorrectly reported them. they also have not provided proof of refund to my account for the inaccurately assessed late fees, other fees or overpayment for a duplicateunauthorized insurance premium. fees were added for the time frame of xxxxyear, may xxxx xxxx xxxx xxxx xxxx xxxx. i have requested that my information be corrected related to credit reporting and refund of the above-mentioned fees. each time that i request and escalation, there is no follow up or when i receive collection calls, the agents will either end the call stating that they cant speak with me because a death certificate is on file or they will falsely state that they are noting my account for a supervisor to contact me. no one ever does. this company appears to operate fraudulently and is predatory in their practice. i did not select this company and had no issue when my previous servicer was managing my loan. the issues began day one with this company and have not stopped. i have made all know attempts to get all matters corrected to include refinance to get away from this servicer but with the inaccurate reporting on my credit it has been unsuccessful.",2025-06,584
2025-06-02,personal_loan,Installment loan,Getting the loan,,"I am filing this written complaint against LightStream/Truist. I am writing regarding my recent loan applications submitted to LightStream/TRUIST, the most recent being on XX/XX/year>. I received a denial notice on XX/XX/year>, stating that you were unable to verify my identity. However, I find this response to be inconsistent and troubling, for the following reasons : 1. Credit Report Access : Despite the claim that my identity could not be verified, your institution was able to access my XXXX credit report, perform a hard inquiry, and provide a score of XXXX in the denial letter. This directly contradicts the reasoning for denial and raises questions about the reliability and accuracy of the process used to verify applicant identities. 
2. Inaccurate Credit Score : I have documentation showing my actual XXXX credit score is XXXX, not the XXXX reported by your institution. When I called XXXX, your representative acknowledged that discrepancies in scores "" always happen '' when reports are pulled. However, a XXXX variance is significant, especially considering that your posted APR ranges from XXXX XXXX to XXXX XXXX  with AutoPay. As you know, credit scores are a primary factor in determining loan interest rates, and such a misrepresentation has financial consequences for the consumer.

3. Compliance Concerns : Under the Truth in Lending Act ( TILA ), creditors are required to provide clear, accurate, and truthful information about the terms and costs of credit. Providing a materially inaccurate credit score that may affect the loan 's interest rate is a violation of this principle. 
Further, under the Fair Credit Reporting Act ( FCRA ) : o I have the right to know what information is being used to make decisions about me. 
o Credit reporting agencies and users of consumer reports must ensure maximum possible accuracy in the reports.

o Adverse action notices must provide accurate and complete information, including what credit bureau was used and what specific factors led to the denial.

4. Action Requested : o I request a written explanation for the inconsistent denial reasons ( i.e., inability to verify identity versus performing a hard inquiry ).

o I request a review of the credit score discrepancy, including the exact version of the credit scoring model used ( e.g., XXXX vs XXXX ). 
o I demand assurance that no future hard inquiries will be made without verifiable identity confirmation to avoid further unnecessary damage to my credit. 
o I reserve the right to file a complaint with the Consumer Financial Protection Bureau ( CFPB ) and the Federal Trade Commission ( FTC ) if this matter is not resolved promptly and transparently. 
Please respond within 14 days from the date of this letter. I am happy to provide additional documentation or identity verification as needed, but I expect your institution to act in accordance with federal lending and credit reporting laws.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32955,,Consent provided,Web,6/2/2025,Closed with explanation,Yes,,13846468,"i am filing this written complaint against lightstreamtruist. i am writing regarding my recent loan applications submitted to lightstreamtruist, the most recent being on xxxxyear. i received a denial notice on xxxxyear, stating that you were unable to verify my identity. however, i find this response to be inconsistent and troubling, for the following reasons 1. credit report access despite the claim that my identity could not be verified, your institution was able to access my xxxx credit report, perform a hard inquiry, and provide a score of xxxx in the denial letter. this directly contradicts the reasoning for denial and raises questions about the reliability and accuracy of the process used to verify applicant identities. 2. inaccurate credit score i have documentation showing my actual xxxx credit score is xxxx, not the xxxx reported by your institution. when i called xxxx, your representative acknowledged that discrepancies in scores always happen when reports are pulled. however, a xxxx variance is significant, especially considering that your posted apr ranges from xxxx xxxx to xxxx xxxx with autopay. as you know, credit scores are a primary factor in determining loan interest rates, and such a misrepresentation has financial consequences for the consumer. 3. compliance concerns under the truth in lending act tila , creditors are required to provide clear, accurate, and truthful information about the terms and costs of credit. providing a materially inaccurate credit score that may affect the loan s interest rate is a violation of this principle. further, under the fair credit reporting act fcra o i have the right to know what information is being used to make decisions about me. o credit reporting agencies and users of consumer reports must ensure maximum possible accuracy in the reports. o adverse action notices must provide accurate and complete information, including what credit bureau was used and what specific factors led to the denial. 4. action requested o i request a written explanation for the inconsistent denial reasons i.e., inability to verify identity versus performing a hard inquiry . o i request a review of the credit score discrepancy, including the exact version of the credit scoring model used e.g., xxxx vs xxxx . o i demand assurance that no future hard inquiries will be made without verifiable identity confirmation to avoid further unnecessary damage to my credit. o i reserve the right to file a complaint with the consumer financial protection bureau cfpb and the federal trade commission ftc if this matter is not resolved promptly and transparently. please respond within 14 days from the date of this letter. i am happy to provide additional documentation or identity verification as needed, but i expect your institution to act in accordance with federal lending and credit reporting laws.",2025-06,458
2025-06-04,credit_card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,"Applied for a PENFED Platinum Rewards credit card specifically for XXXX / XXXX grocery shopping. IMPORTANT : I applied for the credit card PRIOR to creating a PENFED Credit Union account, and received an ambiguous error message. I typed in my information again and received another error message, I refreshed the website page and typed in my information a third time, this time I was approved for the credit card. When I received the credit card it was NOT the Platinum rewards credit card but another PENFED credit card. A hard credit inquiry was done on this application. NOTE : This error can be replicated on ANY new credit card application without an existing PENFED account and has NOT been fixed to date. When I contacted PENFED about the error they stated that I needed to reapply for the correct credit card and conduct another hard credit card. I reapplied for the correct credit card ( after having a PENFED account ) and was approved. I used the credit card approximately {$1000.00} at XXXX during the billing period but did NOT receive the XXXX points per the credit card agreement. I contacted the credit card rewards department and they stated they would issue a XXXX time point credit approximately XXXX points which to date I never received. PENFED states that even though their marketing literature specifically lists XXXX as a XXXX point location if XXXX uses a general merchandise code ( which almost all do ) we will only receive XXXX point per dollar - this is objectively fraud! When I tried to redeem the points I have received I was not allowed to use those points as "" cash '' or to apply to the credit card bill. Instead you are forced to purchase an item through their rewards program site at an inflated price further reducing the amount of rewards you receive by approximately an additional 10 %. PENFED 's rewards programs and credit cards are fraudulent and they need to be spanked with a large fine.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,AL,35611,Servicemember,Consent provided,Web,6/4/2025,Closed with explanation,Yes,,13887445,"applied for a penfed platinum rewards credit card specifically for xxxx xxxx grocery shopping. important i applied for the credit card prior to creating a penfed credit union account, and received an ambiguous error message. i typed in my information again and received another error message, i refreshed the website page and typed in my information a third time, this time i was approved for the credit card. when i received the credit card it was not the platinum rewards credit card but another penfed credit card. a hard credit inquiry was done on this application. note this error can be replicated on any new credit card application without an existing penfed account and has not been fixed to date. when i contacted penfed about the error they stated that i needed to reapply for the correct credit card and conduct another hard credit card. i reapplied for the correct credit card after having a penfed account and was approved. i used the credit card approximately 1000.00 at xxxx during the billing period but did not receive the xxxx points per the credit card agreement. i contacted the credit card rewards department and they stated they would issue a xxxx time point credit approximately xxxx points which to date i never received. penfed states that even though their marketing literature specifically lists xxxx as a xxxx point location if xxxx uses a general merchandise code which almost all do we will only receive xxxx point per dollar - this is objectively fraud! when i tried to redeem the points i have received i was not allowed to use those points as cash or to apply to the credit card bill. instead you are forced to purchase an item through their rewards program site at an inflated price further reducing the amount of rewards you receive by approximately an additional 10 . penfed s rewards programs and credit cards are fraudulent and they need to be spanked with a large fine.",2025-06,330
2025-06-02,credit_card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"I am writing to file a formal complaint regarding an unresolved issue with my Citi credit card account that has caused me significant financial harm and emotional distress. 

An authorized user on my Citi credit card account incurred nearly {$40000.00} in charges without my knowledge or approval. Upon discovering the activity, I immediately contacted Citi to resolve the situation and requested that they waive the interest so I could pay the full amount directly. Despite my efforts and clear cooperation, Citi denied my request multiple times. 

As a result, I was forced to pay nearly {$2000.00} in interest charges on a balance I did not personally authorize after I closed the account on top of the {$40000.00}. Throughout this process, I experienced extreme stress, XXXX, and a sense of helplessness, spending months trying to work with Citi in good faith to find a resolution that was both fair and reasonable.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,92563,,Consent provided,Web,6/5/2025,Closed with explanation,Yes,,13829549,"i am writing to file a formal complaint regarding an unresolved issue with my citi credit card account that has caused me significant financial harm and emotional distress. an authorized user on my citi credit card account incurred nearly 40000.00 in charges without my knowledge or approval. upon discovering the activity, i immediately contacted citi to resolve the situation and requested that they waive the interest so i could pay the full amount directly. despite my efforts and clear cooperation, citi denied my request multiple times. as a result, i was forced to pay nearly 2000.00 in interest charges on a balance i did not personally authorize after i closed the account on top of the 40000.00. throughout this process, i experienced extreme stress, xxxx, and a sense of helplessness, spending months trying to work with citi in good faith to find a resolution that was both fair and reasonable.",2025-06,150
2025-02-27,debt_collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,Could you please take a moment to review and examine the attached documents? I believe your expertise will be invaluable in ensuring their accuracy and completeness. Your feedback and insights would be greatly appreciated. Thank you for your time and consideration in this matter.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33313,,Consent provided,Web,2/27/2025,Closed with explanation,Yes,,12253955,could you please take a moment to review and examine the attached documents? i believe your expertise will be invaluable in ensuring their accuracy and completeness. your feedback and insights would be greatly appreciated. thank you for your time and consideration in this matter.,2025-02,44
2025-05-30,credit_card,Store credit card,Closing your account,Company closed your account,"I am filing a formal dispute regarding a charge-off account reported by the Army & Air Force Exchange Service ( AAFES ) that appears on my credit report. 

While I understand there may have been a past balance, I believe the information being reported is incomplete, potentially inaccurate, and unverifiable, and therefore in violation of the Fair Credit Reporting Act ( FCRA ). 

Specifically, I dispute the accuracy and completeness of the following details : The balance amount and whether it reflects actual charges and credits The correct date of first delinquency, which affects how long it can remain on my credit report Whether I was properly notified of the charge-off status Whether AAFES can fully verify this debt in accordance with their obligations under federal law Under the FCRA ( 15 U.S.C. 1681i ), I am requesting a reinvestigation of this item. If AAFES is unable to fully validate all aspects of this charge-off, including providing documentation that confirms its accuracy and legal status, it should be corrected or removed from my credit file. 

This charge-off is having a serious negative impact on my credit and financial well-being. I respectfully ask the CFPB to investigate this matter and ensure that my rights under the FCRA are fully enforced.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Army and Air Force Exchange Service,NM,880XX,,Consent provided,Web,5/30/2025,Closed with explanation,Yes,,13807813,"i am filing a formal dispute regarding a charge-off account reported by the army air force exchange service aafes that appears on my credit report. while i understand there may have been a past balance, i believe the information being reported is incomplete, potentially inaccurate, and unverifiable, and therefore in violation of the fair credit reporting act fcra . specifically, i dispute the accuracy and completeness of the following details the balance amount and whether it reflects actual charges and credits the correct date of first delinquency, which affects how long it can remain on my credit report whether i was properly notified of the charge-off status whether aafes can fully verify this debt in accordance with their obligations under federal law under the fcra 15 u.s.c. 1681i , i am requesting a reinvestigation of this item. if aafes is unable to fully validate all aspects of this charge-off, including providing documentation that confirms its accuracy and legal status, it should be corrected or removed from my credit file. this charge-off is having a serious negative impact on my credit and financial well-being. i respectfully ask the cfpb to investigate this matter and ensure that my rights under the fcra are fully enforced.",2025-05,203
2025-02-09,personal_loan,Payday loan,Problem with the payoff process at the end of the loan,,"XXXX XXXX was in charge of my account from Affirm and it was paid off on XX/XX/2025 via debit card in the amount of {$37.00} as per the settlement amount. I called Affirm to inquire on why my account did not reflect the amount of payment on XX/XX/XXXX as I was told my XXXX XXXX that payment is sent expeditiously to the reporting company. I was told by the Affirm rep that payment was not received and I called back on Monday XX/XX/2025. Upon calling back, I was not receiving any proper assistance from the representative as this person seemed perplexed and was hard to communicate with. I requested to speak with a supervisor, her name is XXXX, and when I spoke with her she doubted that I made payment. I couldn't believe that she was accusatory in that nature because I have all verifiable proof. I called XXXX XXXX  and spoke with XXXX XXXX XXXX XXXX  on XX/XX/2025 and explained the unprofessionalism I was faced with dealing with Affirm. I merged the call so all parties can be on the phone and it was confirmed that I made payment and XXXX sent out the required information to Affirm. She was flustered that I was advocating for myself and not standing for her actions. I also forwarded the confirmation of payment email as per XXXX the Affirm 's supervisor 's request on XX/XX/XXXXXXXX XXXX XXXX XXXX XXXX, all three of us being on that recorded line she indicated it would take 3-5 business days approximately for the matter to be rectified ( Case # XXXX ). I called back again on XX/XX/2025 because I did not receive any correspondence from Affirm and I was directed to a supervisor named XXXX again that said my case is with the escalations team. No time frame was provided to me this time and the company is not proactively handling this matter. I am ready to close my account and do business elsewhere as this shows the capacity of how Affirm handles urgent matters. There's no regard for consumers based off actions presented. I would like for Affirm to do their due diligence and rectify the situation as they are required to do.",,"Affirm Holdings, Inc",NY,10459,,Consent provided,Web,2/9/2025,Closed with explanation,Yes,,12008798,"xxxx xxxx was in charge of my account from affirm and it was paid off on xxxx2025 via debit card in the amount of 37.00 as per the settlement amount. i called affirm to inquire on why my account did not reflect the amount of payment on xxxxxxxx as i was told my xxxx xxxx that payment is sent expeditiously to the reporting company. i was told by the affirm rep that payment was not received and i called back on monday xxxx2025. upon calling back, i was not receiving any proper assistance from the representative as this person seemed perplexed and was hard to communicate with. i requested to speak with a supervisor, her name is xxxx, and when i spoke with her she doubted that i made payment. i couldnt believe that she was accusatory in that nature because i have all verifiable proof. i called xxxx xxxx and spoke with xxxx xxxx xxxx xxxx on xxxx2025 and explained the unprofessionalism i was faced with dealing with affirm. i merged the call so all parties can be on the phone and it was confirmed that i made payment and xxxx sent out the required information to affirm. she was flustered that i was advocating for myself and not standing for her actions. i also forwarded the confirmation of payment email as per xxxx the affirm s supervisor s request on xxxxxxxxxxxx xxxx xxxx xxxx xxxx, all three of us being on that recorded line she indicated it would take 3-5 business days approximately for the matter to be rectified case xxxx . i called back again on xxxx2025 because i did not receive any correspondence from affirm and i was directed to a supervisor named xxxx again that said my case is with the escalations team. no time frame was provided to me this time and the company is not proactively handling this matter. i am ready to close my account and do business elsewhere as this shows the capacity of how affirm handles urgent matters. theres no regard for consumers based off actions presented. i would like for affirm to do their due diligence and rectify the situation as they are required to do.",2025-02,367
2025-04-01,debt_collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"In XX/XX/XXXX, I looked into purchasing an income property, After review of my credit I was completely appalled by the discovery of a collection on my credit repport. Previously my credit score was usually close to being perfect, approx. XXXX or better. Now my score has dropped to around XXXX due to this collection that I do not owe now. Nor have I ever made the purchase referred to on my credit report from an alleged purchase from the XXXX XXXX, ( see enclosed ) Aftter review of my credit report I found that "" Cedars Business Services '' had placed a collection on my credit report from the "" XXXX XXXX '' for a debt balance of {$150000.00}. This debt was supposedly from a purchase I made in "" XX/XX/XXXX '' ... 
That was the XXXX XXXX XXXX. The fact that my character was being defamed for a supposed debt that was sent to or sold to the Cedars Business Services collection agency, where they have the audacity to place my good name and my character in Cedars numerous time and requested documenrtation about this supposed debt. During the XXXX or XXXX call I was finally given a copy of the Invoice for this supposed purchase by me. 
I immediately contacted The XXXX XXXX. After much research by a XXXX Customer Service Rep. I was told in no uncertain terms that they were pursuing payment for a different item then the one discribed on the documentation sent to me by Cedars. To Wit : On the invoice sent to me with the XXXX invoice # XXXX. The item on their ( XXXX ) invoice with the same number as listed above discribes a small refrigerator with over XXXX can capacity. Now the problem with that is that the small refrigerator on my invoice states XXXX can capacity. And it clearly swtates om my invoice that the item was "" RETURNED '' Thus, I believe that this item was added to this invoice by mistake and never delivered. Therefore, returned into stock by the company and never actually leaving the company. 
Whatever the case XXXX be, XXXX is at fault for allowing this Debt Collection company to place my name in collection for a debt they know full well I NEVER OWED. FOR A PURCHASE I NEVER MADE ...... 
This defamation as would wind up costing me about $ XX/XX/XXXX XXXX dollars over the course of a mortgage due to the low credit score and higher interest rate I would have to pay for a loan because of it...",,"Cedars Business Services, LLC",PA,19115,,Consent provided,Web,4/1/2025,Closed with explanation,Yes,,12763523,"in xxxxxxxx, i looked into purchasing an income property, after review of my credit i was completely appalled by the discovery of a collection on my credit repport. previously my credit score was usually close to being perfect, approx. xxxx or better. now my score has dropped to around xxxx due to this collection that i do not owe now. nor have i ever made the purchase referred to on my credit report from an alleged purchase from the xxxx xxxx, see enclosed aftter review of my credit report i found that cedars business services had placed a collection on my credit report from the xxxx xxxx for a debt balance of 150000.00. this debt was supposedly from a purchase i made in xxxxxxxx ... that was the xxxx xxxx xxxx. the fact that my character was being defamed for a supposed debt that was sent to or sold to the cedars business services collection agency, where they have the audacity to place my good name and my character in cedars numerous time and requested documenrtation about this supposed debt. during the xxxx or xxxx call i was finally given a copy of the invoice for this supposed purchase by me. i immediately contacted the xxxx xxxx. after much research by a xxxx customer service rep. i was told in no uncertain terms that they were pursuing payment for a different item then the one discribed on the documentation sent to me by cedars. to wit on the invoice sent to me with the xxxx invoice xxxx. the item on their xxxx invoice with the same number as listed above discribes a small refrigerator with over xxxx can capacity. now the problem with that is that the small refrigerator on my invoice states xxxx can capacity. and it clearly swtates om my invoice that the item was returned thus, i believe that this item was added to this invoice by mistake and never delivered. therefore, returned into stock by the company and never actually leaving the company. whatever the case xxxx be, xxxx is at fault for allowing this debt collection company to place my name in collection for a debt they know full well i never owed. for a purchase i never made ...... this defamation as would wind up costing me about xxxxxxxx xxxx dollars over the course of a mortgage due to the low credit score and higher interest rate i would have to pay for a loan because of it...",2025-04,414
2025-03-28,personal_loan,Installment loan,Problem when making payments,,"I have been working with this company for years. I always used a south side branch in XXXX but another branch XXXX talked me into moving my loan to her branch and it has been XXXX every since. 
I am being harassed and I am not 30 days late. When I missed a payment in XXXX because I was in the hospital, I made it up by making the payment I missed and the coming payment the following month. I cant do that this time. I am not 30 days late with my payment but these people call me ALL DAY EVERY DAY like I dont pay anything and that is not true!! They have called me while I am at work and they were bold enough to call me on my job using my job number and every creditor knows that is a no no. You never call people on the job. They called my cousin, who I used as a reference after I was told every time I refinanced a loan that "" they will never call my references ''. My cousin was very upset and said she was going to file a complaint. 
The last time I took a call from them it was the XXXX of the branch calling, I asked her could she give me a break with all the phone calls. She told me no! I told her '' as a consumer I have rights too '' she told me "" no you dont '' that is when I ended the call because then I knew there was no talking to her. 

I make my payment over the phone with the payment system I was advised to use. every payday when I was with the south side branch. 

Also with this company, when you call to get a pay off balance, they give you XXXX separate balances. By my records with this refinance I have made XXXX payments on a XXXX loan. They are reporting to the credit bureau that I owe XXXX of a XXXX loan. By my records, I made XXXX payments of XXXX plus the late fee. 
When I call the payment system I make the payment that is requested in its entirety. I NEVER MAKE PARTIAL PAYMENTS!! 

Again I have never had this problem, I have paid off loans without a refinance and after this one I definetly do not want to be bothered with this company. No one should have to endure this harassment every day all day and on XXXX and especially while I am at work. I am sitting in a meeting and the phone is ringing. I can't turn my phone off because it could be XXXX of my doctors. 

I want to be sent back to my old branch where they know how to talk to people and work with people and not be talked to like I am not a person and I do not have rights.",,World Acceptance Corporation,IL,60616,,Consent provided,Web,3/28/2025,Closed with explanation,Yes,,12707994,"i have been working with this company for years. i always used a south side branch in xxxx but another branch xxxx talked me into moving my loan to her branch and it has been xxxx every since. i am being harassed and i am not 30 days late. when i missed a payment in xxxx because i was in the hospital, i made it up by making the payment i missed and the coming payment the following month. i cant do that this time. i am not 30 days late with my payment but these people call me all day every day like i dont pay anything and that is not true!! they have called me while i am at work and they were bold enough to call me on my job using my job number and every creditor knows that is a no no. you never call people on the job. they called my cousin, who i used as a reference after i was told every time i refinanced a loan that they will never call my references . my cousin was very upset and said she was going to file a complaint. the last time i took a call from them it was the xxxx of the branch calling, i asked her could she give me a break with all the phone calls. she told me no! i told her as a consumer i have rights too she told me no you dont that is when i ended the call because then i knew there was no talking to her. i make my payment over the phone with the payment system i was advised to use. every payday when i was with the south side branch. also with this company, when you call to get a pay off balance, they give you xxxx separate balances. by my records with this refinance i have made xxxx payments on a xxxx loan. they are reporting to the credit bureau that i owe xxxx of a xxxx loan. by my records, i made xxxx payments of xxxx plus the late fee. when i call the payment system i make the payment that is requested in its entirety. i never make partial payments!! again i have never had this problem, i have paid off loans without a refinance and after this one i definetly do not want to be bothered with this company. no one should have to endure this harassment every day all day and on xxxx and especially while i am at work. i am sitting in a meeting and the phone is ringing. i cant turn my phone off because it could be xxxx of my doctors. i want to be sent back to my old branch where they know how to talk to people and work with people and not be talked to like i am not a person and i do not have rights.",2025-03,488
